Entity,Code,Year,Population density of the capital city,Population density of the capital city (projected) (Projected),Population density of the capital city (Annotations),Population density of the capital city (projected) (Annotations)
Brunei,BRN,2050,,2267.3926,,Bandar Seri Begawan
Brunei,BRN,2055,,2275.6567,,Bandar Seri Begawan
Brunei,BRN,2060,,2270.8694,,Bandar Seri Begawan
Brunei,BRN,2065,,2263.2146,,Bandar Seri Begawan
Brunei,BRN,2070,,2243.1814,,Bandar Seri Begawan
Brunei,BRN,2075,,2245.2168,,Bandar Seri Begawan
Brunei,BRN,2080,,2224.3513,,Bandar Seri Begawan
Brunei,BRN,2085,,2202.19,,Bandar Seri Begawan
Brunei,BRN,2090,,2181.4246,,Bandar Seri Begawan
Brunei,BRN,2095,,2161.4963,,Bandar Seri Begawan
Brunei,BRN,2100,,2141.6692,,Bandar Seri Begawan
Bulgaria,BGR,1975,5342.855,,Sofia,
Bulgaria,BGR,1980,5685.45,,Sofia,
Bulgaria,BGR,1985,6059.2676,,Sofia,
Bulgaria,BGR,1990,6012.1055,,Sofia,
Bulgaria,BGR,1995,5711.5547,,Sofia,
Bulgaria,BGR,2000,5468.214,,Sofia,
Bulgaria,BGR,2005,5483.8335,,Sofia,
Bulgaria,BGR,2010,5199.5005,,Sofia,
Bulgaria,BGR,2015,5292.9155,,Sofia,
Bulgaria,BGR,2020,5478.6396,5478.6396,Sofia,Sofia
Bulgaria,BGR,2025,,5416.9355,,Sofia
Bulgaria,BGR,2030,,5325.2007,,Sofia
Bulgaria,BGR,2035,,5230.24,,Sofia
Bulgaria,BGR,2040,,5135.062,,Sofia
Bulgaria,BGR,2045,,5051.3877,,Sofia
Bulgaria,BGR,2050,,4978.982,,Sofia
Bulgaria,BGR,2055,,4877.5947,,Sofia
Bulgaria,BGR,2060,,4795.42,,Sofia
Bulgaria,BGR,2065,,4681.2007,,Sofia
Bulgaria,BGR,2070,,4578.58,,Sofia
Bulgaria,BGR,2075,,4495.699,,Sofia
Bulgaria,BGR,2080,,4422.859,,Sofia
Bulgaria,BGR,2085,,4328.1514,,Sofia
Bulgaria,BGR,2090,,4255.9565,,Sofia
Bulgaria,BGR,2095,,4242.8164,,Sofia
Bulgaria,BGR,2100,,4212.6626,,Sofia
Burkina Faso,BFA,1975,1695.2874,,Ouagadougou,
Burkina Faso,BFA,1980,2217.1746,,Ouagadougou,
Burkina Faso,BFA,1985,2797.1382,,Ouagadougou,
Burkina Faso,BFA,1990,2904.6443,,Ouagadougou,
Burkina Faso,BFA,1995,3003.0305,,Ouagadougou,
Burkina Faso,BFA,2000,3276.9165,,Ouagadougou,
Burkina Faso,BFA,2005,3809.0684,,Ouagadougou,
Burkina Faso,BFA,2010,4417.749,,Ouagadougou,
Burkina Faso,BFA,2015,5047.7573,,Ouagadougou,
Burkina Faso,BFA,2020,6226.0815,6226.0815,Ouagadougou,Ouagadougou
Burkina Faso,BFA,2025,,6464.1577,,Ouagadougou
Burkina Faso,BFA,2030,,6607.767,,Ouagadougou
Burkina Faso,BFA,2035,,6867.6533,,Ouagadougou
Burkina Faso,BFA,2040,,7003.111,,Ouagadougou
Burkina Faso,BFA,2045,,7127.807,,Ouagadougou
Burkina Faso,BFA,2050,,7156.966,,Ouagadougou
Burkina Faso,BFA,2055,,7323.7695,,Ouagadougou
Burkina Faso,BFA,2060,,7390.161,,Ouagadougou
Burkina Faso,BFA,2065,,7504.821,,Ouagadougou
Burkina Faso,BFA,2070,,7523.732,,Ouagadougou
Burkina Faso,BFA,2075,,7467.0845,,Ouagadougou
Burkina Faso,BFA,2080,,7395.5825,,Ouagadougou
Burkina Faso,BFA,2085,,7372.9272,,Ouagadougou
Burkina Faso,BFA,2090,,7390.0054,,Ouagadougou
Burkina Faso,BFA,2095,,7287.0845,,Ouagadougou
Burkina Faso,BFA,2100,,7281.4375,,Ouagadougou
Burundi,BDI,1975,3787.082,,Gitega,
Burundi,BDI,1980,4151.01,,Gitega,
Burundi,BDI,1985,4317.687,,Gitega,
Burundi,BDI,1990,4372.7954,,Gitega,
Burundi,BDI,1995,4827.083,,Gitega,
Burundi,BDI,2000,4939.1855,,Gitega,
Burundi,BDI,2005,6010.8267,,Gitega,
Burundi,BDI,2010,7461.9517,,Gitega,
Burundi,BDI,2015,7371.3076,,Gitega,
Burundi,BDI,2020,6753.0405,6753.0405,Gitega,Gitega
Burundi,BDI,2025,,7084.3804,,Gitega
Burundi,BDI,2030,,7650.948,,Gitega
Burundi,BDI,2035,,8367.711,,Gitega
Burundi,BDI,2040,,8418.65,,Gitega
Burundi,BDI,2045,,7935.4985,,Gitega
Burundi,BDI,2050,,8122.5845,,Gitega
Burundi,BDI,2055,,7133.5786,,Gitega
Burundi,BDI,2060,,6365.5728,,Gitega
Burundi,BDI,2065,,6310.2573,,Gitega
Burundi,BDI,2070,,6493.9136,,Gitega
Burundi,BDI,2075,,6017.741,,Gitega
Burundi,BDI,2080,,5943.9585,,Gitega
Burundi,BDI,2085,,5975.4644,,Gitega
Burundi,BDI,2090,,5398.288,,Gitega
Burundi,BDI,2095,,5476.314,,Gitega
Burundi,BDI,2100,,5529.9067,,Gitega
Cambodia,KHM,1975,3121.3062,,Phnom Penh,
Cambodia,KHM,1980,5157.147,,Phnom Penh,
Cambodia,KHM,1985,7268.5015,,Phnom Penh,
Cambodia,KHM,1990,8243.639,,Phnom Penh,
Cambodia,KHM,1995,6063.591,,Phnom Penh,
Cambodia,KHM,2000,6850.2856,,Phnom Penh,
Cambodia,KHM,2005,6155.5776,,Phnom Penh,
Cambodia,KHM,2010,6172.2163,,Phnom Penh,
Cambodia,KHM,2015,5926.4126,,Phnom Penh,
Cambodia,KHM,2020,6202.19,6202.19,Phnom Penh,Phnom Penh
Cambodia,KHM,2025,,6298.2026,,Phnom Penh
Cambodia,KHM,2030,,6346.7227,,Phnom Penh
Cambodia,KHM,2035,,6259.2925,,Phnom Penh
Cambodia,KHM,2040,,6266.268,,Phnom Penh
Cambodia,KHM,2045,,6267.068,,Phnom Penh
Cambodia,KHM,2050,,6044.674,,Phnom Penh
Cambodia,KHM,2055,,6018.624,,Phnom Penh
Cambodia,KHM,2060,,5972.4766,,Phnom Penh
Cambodia,KHM,2065,,5995.435,,Phnom Penh
Cambodia,KHM,2070,,5918.655,,Phnom Penh
Cambodia,KHM,2075,,5870.5664,,Phnom Penh
Cambodia,KHM,2080,,5804.7437,,Phnom Penh
Cambodia,KHM,2085,,5762.7227,,Phnom Penh
Cambodia,KHM,2090,,5714.7456,,Phnom Penh
Cambodia,KHM,2095,,5673.0044,,Phnom Penh
Cambodia,KHM,2100,,5633.459,,Phnom Penh
Cameroon,CMR,1975,3857.789,,Yaoundé,
Cameroon,CMR,1980,4494.6484,,Yaoundé,
Cameroon,CMR,1985,5354.7495,,Yaoundé,
Cameroon,CMR,1990,6100.259,,Yaoundé,
Cameroon,CMR,1995,6993.522,,Yaoundé,
Cameroon,CMR,2000,8308.583,,Yaoundé,
Cameroon,CMR,2005,8781.3,,Yaoundé,
Cameroon,CMR,2010,10616.913,,Yaoundé,
Cameroon,CMR,2015,12871.709,,Yaoundé,
Cameroon,CMR,2020,15100.356,15100.356,Yaoundé,Yaoundé
Cameroon,CMR,2025,,15287.685,,Yaoundé
Cameroon,CMR,2030,,16428.393,,Yaoundé
Cameroon,CMR,2035,,16601.355,,Yaoundé
Cameroon,CMR,2040,,16055.175,,Yaoundé
Cameroon,CMR,2045,,16069.95,,Yaoundé
Cameroon,CMR,2050,,15979.976,,Yaoundé
Cameroon,CMR,2055,,15415.448,,Yaoundé
Cameroon,CMR,2060,,15543.918,,Yaoundé
Cameroon,CMR,2065,,16004.764,,Yaoundé
Cameroon,CMR,2070,,16084.093,,Yaoundé
Cameroon,CMR,2075,,16209.431,,Yaoundé
Cameroon,CMR,2080,,15955.033,,Yaoundé
Cameroon,CMR,2085,,15960.213,,Yaoundé
Cameroon,CMR,2090,,15595.643,,Yaoundé
Cameroon,CMR,2095,,15363.362,,Yaoundé
Cameroon,CMR,2100,,14536.726,,Yaoundé
Canada,CAN,1975,1974.2316,,Ottawa,
Canada,CAN,1980,1932.2983,,Ottawa,
Canada,CAN,1985,2046.4235,,Ottawa,
Canada,CAN,1990,2206.5806,,Ottawa,
Canada,CAN,1995,2344.1484,,Ottawa,
Canada,CAN,2000,2382.743,,Ottawa,
Canada,CAN,2005,2505.384,,Ottawa,
Canada,CAN,2010,2682.1924,,Ottawa,
Canada,CAN,2015,2804.1843,,Ottawa,
Canada,CAN,2020,2930.3274,2930.3274,Ottawa,Ottawa
Canada,CAN,2025,,3071.678,,Ottawa
Canada,CAN,2030,,3115.41,,Ottawa
Canada,CAN,2035,,3157.9119,,Ottawa
Canada,CAN,2040,,3117.3188,,Ottawa
Canada,CAN,2045,,3058.2583,,Ottawa
Canada,CAN,2050,,3071.2666,,Ottawa
Canada,CAN,2055,,3053.597,,Ottawa
Canada,CAN,2060,,3062.7043,,Ottawa
Canada,CAN,2065,,3072.7524,,Ottawa
Canada,CAN,2070,,2966.3345,,Ottawa
Canada,CAN,2075,,2978.1362,,Ottawa
Canada,CAN,2080,,2994.8293,,Ottawa
Canada,CAN,2085,,3012.3496,,Ottawa
Canada,CAN,2090,,3022.8044,,Ottawa
Canada,CAN,2095,,3041.078,,Ottawa
Canada,CAN,2100,,3065.1638,,Ottawa
Cayman Islands,CYM,2055,,1405.0927,,
Cayman Islands,CYM,2060,,1419.1692,,
Cayman Islands,CYM,2065,,1441.4099,,
Cayman Islands,CYM,2070,,1458.8901,,
Cayman Islands,CYM,2075,,1436.6566,,
Cayman Islands,CYM,2080,,1440.5714,,
Cayman Islands,CYM,2085,,1449.2744,,
Cayman Islands,CYM,2090,,1402.8983,,
Cayman Islands,CYM,2095,,1409.5681,,
Cayman Islands,CYM,2100,,1409.4675,,
Central African Republic,CAF,1975,5522.1714,,Bangui,
Central African Republic,CAF,1980,6135.4414,,Bangui,
Central African Republic,CAF,1985,6458.098,,Bangui,
Central African Republic,CAF,1990,6942.663,,Bangui,
Central African Republic,CAF,1995,7579.8394,,Bangui,
Central African Republic,CAF,2000,8080.795,,Bangui,
Central African Republic,CAF,2005,8743.766,,Bangui,
Central African Republic,CAF,2010,9028.56,,Bangui,
Central African Republic,CAF,2015,9169.616,,Bangui,
Central African Republic,CAF,2020,9066.596,9066.596,Bangui,Bangui
Central African Republic,CAF,2025,,8881.922,,Bangui
Central African Republic,CAF,2030,,9553.078,,Bangui
Central African Republic,CAF,2035,,9771.765,,Bangui
Central African Republic,CAF,2040,,10324.855,,Bangui
Central African Republic,CAF,2045,,10557.534,,Bangui
Central African Republic,CAF,2050,,10641.751,,Bangui
Central African Republic,CAF,2055,,10558.335,,Bangui
Central African Republic,CAF,2060,,10598.891,,Bangui
Central African Republic,CAF,2065,,10379.71,,Bangui
Central African Republic,CAF,2070,,10050.762,,Bangui
Central African Republic,CAF,2075,,9903.62,,Bangui
Central African Republic,CAF,2080,,9945.583,,Bangui
Central African Republic,CAF,2085,,9851.906,,Bangui
Central African Republic,CAF,2090,,9963.863,,Bangui
Central African Republic,CAF,2095,,10081.266,,Bangui
Central African Republic,CAF,2100,,10014.5625,,Bangui
Chad,TCD,1975,2685.0874,,N'Djamena,
Chad,TCD,1980,2947.2231,,N'Djamena,
Chad,TCD,1985,3065.4102,,N'Djamena,
Chad,TCD,1990,3531.1287,,N'Djamena,
Chad,TCD,1995,4008.3748,,N'Djamena,
Chad,TCD,2000,4500.3574,,N'Djamena,
Chad,TCD,2005,5019.842,,N'Djamena,
Chad,TCD,2010,5809.732,,N'Djamena,
Chad,TCD,2015,6723.498,,N'Djamena,
Chad,TCD,2020,7652.878,7652.878,N'Djamena,N'Djamena
Chad,TCD,2025,,8095.853,,N'Djamena
Chad,TCD,2030,,8399.729,,N'Djamena
Chad,TCD,2035,,8774.128,,N'Djamena
Chad,TCD,2040,,9216.198,,N'Djamena
Chad,TCD,2045,,9078.449,,N'Djamena
Chad,TCD,2050,,9282.028,,N'Djamena
Chad,TCD,2055,,8846.282,,N'Djamena
Chad,TCD,2060,,8766.128,,N'Djamena
Chad,TCD,2065,,8892.227,,N'Djamena
Chad,TCD,2070,,8819.041,,N'Djamena
Chad,TCD,2075,,8749.917,,N'Djamena
Chad,TCD,2080,,8865.375,,N'Djamena
Chad,TCD,2085,,8996.106,,N'Djamena
Chad,TCD,2090,,8659.0205,,N'Djamena
Chad,TCD,2095,,8685.186,,N'Djamena
Chad,TCD,2100,,8699.358,,N'Djamena
Chile,CHL,1975,5591.6465,,Santiago,
Chile,CHL,1980,6348.8403,,Santiago,
Chile,CHL,1985,6821.2188,,Santiago,
Chile,CHL,1990,7315.76,,Santiago,
Chile,CHL,1995,7553.321,,Santiago,
Chile,CHL,2000,7930.206,,Santiago,
Chile,CHL,2005,7789.3647,,Santiago,
Chile,CHL,2010,7877.425,,Santiago,
Chile,CHL,2015,8000.4067,,Santiago,
Chile,CHL,2020,8365.673,8365.673,Santiago,Santiago
Chile,CHL,2025,,8376.146,,Santiago
Chile,CHL,2030,,8366.558,,Santiago
Chile,CHL,2035,,8373.164,,Santiago
Chile,CHL,2040,,8282.973,,Santiago
Chile,CHL,2045,,8247.603,,Santiago
Chile,CHL,2050,,8183.4355,,Santiago
Chile,CHL,2055,,8079.0034,,Santiago
Chile,CHL,2060,,8013.952,,Santiago
Chile,CHL,2065,,7804.037,,Santiago
Chile,CHL,2070,,7558.276,,Santiago
Chile,CHL,2075,,7310.816,,Santiago
Chile,CHL,2080,,7028.713,,Santiago
Chile,CHL,2085,,6773.882,,Santiago
Chile,CHL,2090,,6496.847,,Santiago
Chile,CHL,2095,,6214.7617,,Santiago
Chile,CHL,2100,,5929.603,,Santiago
China,CHN,1975,6210.8086,,Beijing,
China,CHN,1980,6485.081,,Beijing,
China,CHN,1985,6690.1753,,Beijing,
China,CHN,1990,6913.002,,Beijing,
China,CHN,1995,7434.994,,Beijing,
China,CHN,2000,7820.9253,,Beijing,
China,CHN,2005,8613.708,,Beijing,
China,CHN,2010,9567.6455,,Beijing,
China,CHN,2015,9473.258,,Beijing,
China,CHN,2020,9924.31,9924.31,Beijing,Beijing
China,CHN,2025,,9931.875,,Beijing
China,CHN,2030,,9499.463,,Beijing
China,CHN,2035,,9397.959,,Beijing
China,CHN,2040,,9276.176,,Beijing
China,CHN,2045,,9291.724,,Beijing
China,CHN,2050,,9242.38,,Beijing
China,CHN,2055,,9133.023,,Beijing
China,CHN,2060,,9080.755,,Beijing
China,CHN,2065,,9128.111,,Beijing
China,CHN,2070,,9079.491,,Beijing
China,CHN,2075,,8978.704,,Beijing
China,CHN,2080,,8736.638,,Beijing
China,CHN,2085,,8505.881,,Beijing
China,CHN,2090,,8257.502,,Beijing
China,CHN,2095,,7966.8657,,Beijing
China,CHN,2100,,7655.2676,,Beijing
Colombia,COL,1975,8603.427,,Bogota,
Colombia,COL,1980,9611.95,,Bogota,
Colombia,COL,1985,10713.093,,Bogota,
Colombia,COL,1990,12006.6455,,Bogota,
Colombia,COL,1995,12974.501,,Bogota,
Colombia,COL,2000,13997.438,,Bogota,
Colombia,COL,2005,15422.166,,Bogota,
Colombia,COL,2010,16923.545,,Bogota,
Colombia,COL,2015,17976.242,,Bogota,
Colombia,COL,2020,19216.934,19216.934,Bogota,Bogota
Colombia,COL,2025,,19602.057,,Bogota
Colombia,COL,2030,,20429.018,,Bogota
Colombia,COL,2035,,19245.639,,Bogota
Colombia,COL,2040,,18268.35,,Bogota
Colombia,COL,2045,,17909.174,,Bogota
Colombia,COL,2050,,17624.314,,Bogota
Colombia,COL,2055,,17483.041,,Bogota
Colombia,COL,2060,,17200.021,,Bogota
Colombia,COL,2065,,17175.963,,Bogota
Colombia,COL,2070,,16974.186,,Bogota
Colombia,COL,2075,,16766.37,,Bogota
Colombia,COL,2080,,16546.387,,Bogota
Colombia,COL,2085,,16194.229,,Bogota
Colombia,COL,2090,,15811.422,,Bogota
Colombia,COL,2095,,15410.177,,Bogota
Colombia,COL,2100,,15113.363,,Bogota
Comoros,COM,1985,3041.2104,,Moroni,
Comoros,COM,1990,3097.5034,,Moroni,
Comoros,COM,1995,3349.913,,Moroni,
Comoros,COM,2000,3583.5034,,Moroni,
Comoros,COM,2005,3639.6553,,Moroni,
Comoros,COM,2010,4134.793,,Moroni,
Comoros,COM,2015,4685.0347,,Moroni,
Comoros,COM,2020,4670.444,4670.444,Moroni,Moroni
Comoros,COM,2025,,4760.11,,Moroni
Comoros,COM,2030,,4554.8594,,Moroni
Comoros,COM,2035,,4377.5605,,Moroni
Comoros,COM,2040,,4163.259,,Moroni
Comoros,COM,2045,,4420.678,,Moroni
Comoros,COM,2050,,4471.387,,Moroni
Comoros,COM,2055,,4390.5273,,Moroni
Comoros,COM,2060,,4593.058,,Moroni
Comoros,COM,2065,,4601.1084,,Moroni
Comoros,COM,2070,,4725.4053,,Moroni
Comoros,COM,2075,,4876.352,,Moroni
Comoros,COM,2080,,4899.816,,Moroni
Comoros,COM,2085,,5016.089,,Moroni
Comoros,COM,2090,,5111.487,,Moroni
Comoros,COM,2095,,5189.0664,,Moroni
Comoros,COM,2100,,5246.013,,Moroni
Congo,COG,1975,6638.6377,,Brazzaville,
Congo,COG,1980,8403.542,,Brazzaville,
Congo,COG,1985,10595.3125,,Brazzaville,
Congo,COG,1990,11480.354,,Brazzaville,
Congo,COG,1995,12503.033,,Brazzaville,
Congo,COG,2000,13841.66,,Brazzaville,
Congo,COG,2005,12629.881,,Brazzaville,
Congo,COG,2010,10834.619,,Brazzaville,
Congo,COG,2015,11353.606,,Brazzaville,
Congo,COG,2020,12198.556,12198.556,Brazzaville,Brazzaville
Congo,COG,2025,,13247.544,,Brazzaville
Congo,COG,2030,,14006.904,,Brazzaville
Congo,COG,2035,,14388.368,,Brazzaville
Congo,COG,2040,,14976.219,,Brazzaville
Congo,COG,2045,,15902.103,,Brazzaville
Congo,COG,2050,,16419.55,,Brazzaville
Congo,COG,2055,,17133.244,,Brazzaville
Congo,COG,2060,,17582.97,,Brazzaville
Congo,COG,2065,,17935.957,,Brazzaville
Congo,COG,2070,,18037.775,,Brazzaville
Congo,COG,2075,,17455.432,,Brazzaville
Congo,COG,2080,,17964.79,,Brazzaville
Congo,COG,2085,,17228.896,,Brazzaville
Congo,COG,2090,,17246.566,,Brazzaville
Congo,COG,2095,,16890.662,,Brazzaville
Congo,COG,2100,,16823.457,,Brazzaville
Costa Rica,CRI,1975,3433.2405,,San José,
Costa Rica,CRI,1980,3744.6138,,San José,
Costa Rica,CRI,1985,3657.9312,,San José,
Costa Rica,CRI,1990,3879.5674,,San José,
Costa Rica,CRI,1995,4081.1797,,San José,
Costa Rica,CRI,2000,4267.138,,San José,
Costa Rica,CRI,2005,4408.5513,,San José,
Costa Rica,CRI,2010,4235.7915,,San José,
Costa Rica,CRI,2015,4379.7886,,San José,
Costa Rica,CRI,2020,4596.322,4596.322,San José,San José
Costa Rica,CRI,2025,,4467.5166,,San José
Costa Rica,CRI,2030,,4516.0815,,San José
Costa Rica,CRI,2035,,4550.6206,,San José
Costa Rica,CRI,2040,,4567.3906,,San José
Costa Rica,CRI,2045,,4565.0303,,San José
Costa Rica,CRI,2050,,4545.194,,San José
Costa Rica,CRI,2055,,4520.492,,San José
Costa Rica,CRI,2060,,4467.545,,San José
Costa Rica,CRI,2065,,4421.7803,,San José
Costa Rica,CRI,2070,,4358.663,,San José
Costa Rica,CRI,2075,,4293.3267,,San José
Costa Rica,CRI,2080,,4218.1226,,San José
Costa Rica,CRI,2085,,4121.814,,San José
Costa Rica,CRI,2090,,4030.5505,,San José
Costa Rica,CRI,2095,,4038.0466,,San José
Costa Rica,CRI,2100,,3963.6826,,San José
Cote d'Ivoire,CIV,1975,3287.3914,,Yamoussoukro,
Cote d'Ivoire,CIV,1980,3579.3914,,Yamoussoukro,
Cote d'Ivoire,CIV,1985,3915.2212,,Yamoussoukro,
Cote d'Ivoire,CIV,1990,4385.3477,,Yamoussoukro,
Cote d'Ivoire,CIV,1995,4869.015,,Yamoussoukro,
Cote d'Ivoire,CIV,2000,5751.3364,,Yamoussoukro,
Cote d'Ivoire,CIV,2005,6180.297,,Yamoussoukro,
Cote d'Ivoire,CIV,2010,6237.44,,Yamoussoukro,
Cote d'Ivoire,CIV,2015,6748.0884,,Yamoussoukro,
Cote d'Ivoire,CIV,2020,6857.159,6857.159,Yamoussoukro,Yamoussoukro
Cote d'Ivoire,CIV,2025,,6822.5425,,Yamoussoukro
Cote d'Ivoire,CIV,2030,,5998.9487,,Yamoussoukro
Cote d'Ivoire,CIV,2035,,5826.294,,Yamoussoukro
Cote d'Ivoire,CIV,2040,,5652.8076,,Yamoussoukro
Cote d'Ivoire,CIV,2045,,5616.493,,Yamoussoukro
Cote d'Ivoire,CIV,2050,,5607.9775,,Yamoussoukro
Cote d'Ivoire,CIV,2055,,5449.0317,,Yamoussoukro
Cote d'Ivoire,CIV,2060,,5478.2163,,Yamoussoukro
Cote d'Ivoire,CIV,2065,,5681.911,,Yamoussoukro
Cote d'Ivoire,CIV,2070,,5772.801,,Yamoussoukro
Cote d'Ivoire,CIV,2075,,6034.113,,Yamoussoukro
Cote d'Ivoire,CIV,2080,,5881.0933,,Yamoussoukro
Cote d'Ivoire,CIV,2085,,5581.1235,,Yamoussoukro
Cote d'Ivoire,CIV,2090,,5779.307,,Yamoussoukro
Cote d'Ivoire,CIV,2095,,5643.7896,,Yamoussoukro
Cote d'Ivoire,CIV,2100,,5804.521,,Yamoussoukro
Croatia,HRV,1975,5199.557,,Zagreb,
Croatia,HRV,1980,5200.585,,Zagreb,
Croatia,HRV,1985,5244.3,,Zagreb,
Croatia,HRV,1990,5374.5527,,Zagreb,
Croatia,HRV,1995,4937.7373,,Zagreb,
Croatia,HRV,2000,4788.676,,Zagreb,
Croatia,HRV,2005,4601.2354,,Zagreb,
Croatia,HRV,2010,4577.796,,Zagreb,
Croatia,HRV,2015,4528.193,,Zagreb,
Croatia,HRV,2020,4358.5576,4358.5576,Zagreb,Zagreb
Croatia,HRV,2025,,4327.0195,,Zagreb
Croatia,HRV,2030,,4276.8247,,Zagreb
Croatia,HRV,2035,,4235.386,,Zagreb
Croatia,HRV,2040,,4193.5347,,Zagreb
Croatia,HRV,2045,,4162.8535,,Zagreb
Croatia,HRV,2050,,4109.139,,Zagreb
Croatia,HRV,2055,,4049.6628,,Zagreb
Croatia,HRV,2060,,3990.7468,,Zagreb
Croatia,HRV,2065,,3923.2556,,Zagreb
Croatia,HRV,2070,,3880.6624,,Zagreb
Croatia,HRV,2075,,3813.7803,,Zagreb
Croatia,HRV,2080,,3753.913,,Zagreb
Croatia,HRV,2085,,3749.5671,,Zagreb
Croatia,HRV,2090,,3939.865,,Zagreb
Croatia,HRV,2095,,3867.202,,Zagreb
Croatia,HRV,2100,,3816.9536,,Zagreb
Cuba,CUB,1975,5483.3057,,Havana,
Cuba,CUB,1980,5575.708,,Havana,
Cuba,CUB,1985,5424.8203,,Havana,
Cuba,CUB,1990,5595.92,,Havana,
Cuba,CUB,1995,5687.309,,Havana,
Cuba,CUB,2000,5759.4336,,Havana,
Cuba,CUB,2005,5704.622,,Havana,
Cuba,CUB,2010,5366.5576,,Havana,
Cuba,CUB,2015,5205.7437,,Havana,
Cuba,CUB,2020,5072.113,5072.113,Havana,Havana
Cuba,CUB,2025,,5027.068,,Havana
Cuba,CUB,2030,,4937.3667,,Havana
Cuba,CUB,2035,,4850.088,,Havana
Cuba,CUB,2040,,4734.795,,Havana
Cuba,CUB,2045,,4603.0864,,Havana
Cuba,CUB,2050,,4670.927,,Havana
Cuba,CUB,2055,,4496.077,,Havana
Cuba,CUB,2060,,4346.8643,,Havana
Cuba,CUB,2065,,4365.4243,,Havana
Cuba,CUB,2070,,4213.43,,Havana
Cuba,CUB,2075,,4039.36,,Havana
Cuba,CUB,2080,,3870.4668,,Havana
Cuba,CUB,2085,,3949.9954,,Havana
Cuba,CUB,2090,,3771.0203,,Havana
Cuba,CUB,2095,,3626.9114,,Havana
Cuba,CUB,2100,,3484.981,,Havana
Cyprus,CYP,1975,2470.9692,,Strovolos [Nicosia],
Cyprus,CYP,1980,2539.955,,Strovolos [Nicosia],
Cyprus,CYP,1985,2558.6274,,Strovolos [Nicosia],
Cyprus,CYP,1990,2744.2134,,Strovolos [Nicosia],
Cyprus,CYP,1995,2909.0193,,Strovolos [Nicosia],
Cyprus,CYP,2000,2932.443,,Strovolos [Nicosia],
Cyprus,CYP,2005,3046.9653,,Strovolos [Nicosia],
Cyprus,CYP,2010,3134.2598,,Strovolos [Nicosia],
Cyprus,CYP,2015,3203.455,,Strovolos [Nicosia],
Cyprus,CYP,2020,3309.6167,3309.6167,Strovolos [Nicosia],Strovolos [Nicosia]
Cyprus,CYP,2025,,3398.0386,,Strovolos [Nicosia]
Cyprus,CYP,2030,,3474.7515,,Strovolos [Nicosia]
Cyprus,CYP,2035,,3524.207,,Strovolos [Nicosia]
Cyprus,CYP,2040,,3497.0442,,Strovolos [Nicosia]
Cyprus,CYP,2045,,3477.3835,,Strovolos [Nicosia]
Cyprus,CYP,2050,,3439.3342,,Strovolos [Nicosia]
Cyprus,CYP,2055,,3443.1218,,Strovolos [Nicosia]
Cyprus,CYP,2060,,3433.583,,Strovolos [Nicosia]
Cyprus,CYP,2065,,3416.819,,Strovolos [Nicosia]
Cyprus,CYP,2070,,3374.0537,,Strovolos [Nicosia]
Cyprus,CYP,2075,,3324.847,,Strovolos [Nicosia]
Cyprus,CYP,2080,,3361.604,,Strovolos [Nicosia]
Cyprus,CYP,2085,,3349.67,,Strovolos [Nicosia]
Cyprus,CYP,2090,,3307.0308,,Strovolos [Nicosia]
Cyprus,CYP,2095,,3271.001,,Strovolos [Nicosia]
Cyprus,CYP,2100,,3255.3433,,Strovolos [Nicosia]
Czechia,CZE,1975,4430.6294,,Prague,
Czechia,CZE,1980,4610.0576,,Prague,
Czechia,CZE,1985,4489.0845,,Prague,
Czechia,CZE,1990,4529.827,,Prague,
Czechia,CZE,1995,4440.5894,,Prague,
Czechia,CZE,2000,4336.221,,Prague,
Czechia,CZE,2005,4442.031,,Prague,
Czechia,CZE,2010,4403.37,,Prague,
Czechia,CZE,2015,4424.2383,,Prague,
Czechia,CZE,2020,4514.633,4514.633,Prague,Prague
Czechia,CZE,2025,,4589.1396,,Prague
Czechia,CZE,2030,,4558.421,,Prague
Czechia,CZE,2035,,4548.496,,Prague
Czechia,CZE,2040,,4520.6074,,Prague
Czechia,CZE,2045,,4510.0596,,Prague
Czechia,CZE,2050,,4500.6836,,Prague
Czechia,CZE,2055,,4486.9907,,Prague
Czechia,CZE,2060,,4453.3174,,Prague
Czechia,CZE,2065,,4416.9233,,Prague
Czechia,CZE,2070,,4383.302,,Prague
Czechia,CZE,2075,,4347.077,,Prague
Czechia,CZE,2080,,4334.2734,,Prague
Czechia,CZE,2085,,4316.383,,Prague
Czechia,CZE,2090,,4308.3857,,Prague
Czechia,CZE,2095,,4294.6187,,Prague
Czechia,CZE,2100,,4275.1406,,Prague
Democratic Republic of Congo,COD,1975,4029.6562,,Kinshasa,
Democratic Republic of Congo,COD,1980,5102.295,,Kinshasa,
Democratic Republic of Congo,COD,1985,6957.013,,Kinshasa,
Democratic Republic of Congo,COD,1990,9317.125,,Kinshasa,
Democratic Republic of Congo,COD,1995,11404.152,,Kinshasa,
Democratic Republic of Congo,COD,2000,13489.049,,Kinshasa,
Democratic Republic of Congo,COD,2005,14223.459,,Kinshasa,
Democratic Republic of Congo,COD,2010,15354.34,,Kinshasa,
Democratic Republic of Congo,COD,2015,18384.684,,Kinshasa,
Democratic Republic of Congo,COD,2020,21869.342,21869.342,Kinshasa,Kinshasa
